	term	tag	value	pstv	ngtv	neut	dunno	pstvNgtvDisagreementRatio	Female	Male	F - M
13672	катетер	NEUT	0.0	0.123	0.062	0.679	0.136	0.0	0.643	0.612	0.031
13673	катить	NEUT	0.02	0.14	0.053	0.526	0.281	0.0	0.62	0.586	0.034
13674	катиться	NEUT	0.0	0.132	0.0	0.736	0.132	0.0	0.612	0.592	0.02
13675	католик	NEUT	0.2	0.218	0.092	0.505	0.185	0.0	0.484	0.717	-0.233
13676	католичка	NEUT	0.0	0.139	0.056	0.722	0.083	0.0	0.605	0.58	0.025
13677	каторга	NGTV	-1.0	0.036	0.764	0.036	0.164	0.0	0.545	0.627	-0.082
13678	каторжанин	NGTV	-0.7	0.04	0.46	0.26	0.24	0.0	0.42	0.703	-0.283
13679	каторжник	NGTV	-0.9	0.073	0.585	0.196	0.146	0.0	0.446	0.666	-0.22
13680	катушечный	NEUT	0.12	0.219	0.031	0.625	0.125	0.0	0.512	0.526	-0.014
13681	катушка	NEUT	0.17	0.25	0.015	0.617	0.118	0.0	0.604	0.655	-0.051
13682	катышек	NGTV	-0.38	0.144	0.328	0.424	0.104	0.07	0.671	0.375	0.296
13683	каучук	NEUT	0.09	0.186	0.047	0.581	0.186	0.0	0.628	0.674	-0.046
13684	каучуковый	NEUT	0.0	0.135	0.058	0.595	0.212	0.0	0.586	0.603	-0.017
13685	кафе	NEUT	0.5	0.446	0.033	0.447	0.074	0.0	0.487	0.492	-0.005
13686	кафе-мороженое	PSTV	0.58	0.5	0.05	0.392	0.058	0.0	0.695	0.448	0.247
13687	кафе-ресторан	NEUT	0.4	0.39	0.029	0.514	0.067	0.0	0.48	0.516	-0.036
13688	кафедра	NEUT	0.0	0.146	0.073	0.635	0.146	0.0	0.396	0.661	-0.265
13689	кафель	NEUT	0.0	0.167	0.042	0.687	0.104	0.0	0.56	0.558	0.002
13690	кафельный	NEUT	0.0	0.14	0.023	0.767	0.07	0.0	0.525	0.54	-0.015
13691	кафетерий	NEUT	0.39	0.364	0.018	0.5	0.118	0.0	0.539	0.533	0.006
13692	кафешка	NEUT	0.49	0.402	0.06	0.418	0.12	0.0	0.457	0.535	-0.078
13693	кафтан	NEUT	0.08	0.161	0.065	0.516	0.258	0.0	0.514	0.622	-0.108
13694	кафтанчик	NEUT	0.0	0.143	0.036	0.678	0.143	0.0	0.553	0.631	-0.078
13695	качалка	NEUT	0.39	0.336	0.078	0.465	0.121	0.0	0.519	0.464	0.055
13696	качание	NEUT	0.1	0.212	0.038	0.635	0.115	0.0	0.503	0.525	-0.022
13697	качать	NEUT	0.09	0.211	0.066	0.644	0.079	0.0	0.446	0.673	-0.227
13698	качаться	NEUT	0.38	0.345	0.069	0.483	0.103	0.0	0.563	0.545	0.018
13699	качель	NEUT	0.29	0.311	0.008	0.558	0.123	0.0	0.64	0.539	0.101
13700	качественность	PSTV	0.96	0.64	0.06	0.18	0.12	0.0	0.387	0.747	-0.36
13701	качественный	PSTV	1.0	0.88	0.06	0.04	0.02	0.0	0.42	0.66	-0.24
13702	качество	NEUT	0.39	0.387	0.036	0.526	0.051	0.0	0.469	0.707	-0.238
13703	качнуть	NEUT	0.03	0.173	0.077	0.635	0.115	0.0	0.527	0.653	-0.126
13704	качнуться	NEUT	0.0	0.087	0.109	0.761	0.043	0.0	0.608	0.655	-0.047
13705	качок	NEUT	0.26	0.256	0.128	0.504	0.112	0.0	0.488	0.72	-0.232
13706	каша	NEUT	0.39	0.375	0.042	0.508	0.075	0.0	0.544	0.518	0.026
13707	кашалот	NEUT	0.24	0.262	0.058	0.534	0.146	0.0	0.594	0.559	0.035
13708	кашевар	NEUT	0.32	0.286	0.089	0.473	0.152	0.0	0.482	0.547	-0.065
13709	кашеварить	NEUT	0.41	0.32	0.09	0.41	0.18	0.0	0.554	0.549	0.005
13710	кашель	NGTV	-0.75	0.034	0.61	0.305	0.051	0.0	0.625	0.647	-0.022
13711	кашемировый	NEUT	0.29	0.259	0.054	0.464	0.223	0.0	0.592	0.491	0.101
13712	кашеобразный	NEUT	0.0	0.115	0.144	0.606	0.135	0.0	0.541	0.517	0.024
13713	кашица	NEUT	0.16	0.197	0.154	0.487	0.162	0.07	0.556	0.575	-0.019
13714	кашицеобразный	NEUT	0.0	0.065	0.13	0.675	0.13	0.0	0.581	0.571	0.01
13715	кашка	NEUT	0.45	0.359	0.06	0.419	0.162	0.0	0.668	0.462	0.206
13716	кашлянуть	NGTV	-0.41	0.092	0.358	0.467	0.083	0.0	0.67	0.6	0.07
13717	кашлять	NGTV	-0.64	0.093	0.504	0.341	0.062	0.0	0.673	0.689	-0.016
13718	каштан	NEUT	0.19	0.256	0.043	0.598	0.103	0.0	0.653	0.652	0.001
13719	каштановый	NEUT	0.03	0.179	0.036	0.66	0.125	0.0	0.617	0.606	0.011
13720	каюк	NGTV	-1.0	0.077	0.692	0.077	0.154	0.0	0.422	0.717	-0.295
13721	каюта	NEUT	0.0	0.154	0.019	0.692	0.135	0.0	0.545	0.63	-0.085
13722	каяться	PSTV	0.89	0.56	0.14	0.19	0.11	0.0	0.325	0.726	-0.401
13723	каёмка	NEUT	0.16	0.184	0.078	0.466	0.272	0.0	0.428	0.639	-0.211
13724	каёмочка	NEUT	0.31	0.277	0.02	0.475	0.228	0.0	0.665	0.534	0.131
13725	квадрат	NEUT	0.0	0.146	0.0	0.805	0.049	0.0	0.557	0.645	-0.088
13726	квадратик	NEUT	0.34	0.333	0.026	0.53	0.111	0.0	0.687	0.589	0.098
13727	квадратный	NEUT	0.0	0.109	0.091	0.664	0.136	0.0	0.478	0.694	-0.216
13728	квадроцикл	NEUT	0.17	0.239	0.046	0.587	0.128	0.0	0.558	0.58	-0.022
13729	кваканье	NEUT	0.0	0.146	0.1	0.646	0.108	0.0	0.582	0.519	0.063
13730	квакать	NEUT	0.0	0.16	0.104	0.656	0.08	0.0	0.723	0.579	0.144
13731	квакнуть	NEUT	-0.03	0.045	0.182	0.659	0.114	0.0	0.601	0.575	0.026
13732	квалификационный	PSTV	0.64	0.486	0.054	0.325	0.135	0.0	0.377	0.668	-0.291
13733	квалификация	NEUT	0.47	0.427	0.034	0.471	0.068	0.0	0.451	0.686	-0.235
13734	квалифицировать	PSTV	0.55	0.41	0.086	0.352	0.152	0.0	0.366	0.71	-0.344
13735	квантовый	NEUT	0.0	0.135	0.058	0.634	0.173	0.0	0.61	0.521	0.089
13736	квартал	NEUT	0.0	0.091	0.055	0.781	0.073	0.0	0.437	0.744	-0.307
13737	квартет	NEUT	0.04	0.184	0.0	0.653	0.163	0.0	0.545	0.654	-0.109
13738	квартира	NEUT	0.45	0.383	0.058	0.442	0.117	0.0	0.498	0.629	-0.131
13739	квартирант	NEUT	0.0	0.124	0.124	0.612	0.14	0.0	0.401	0.679	-0.278
13740	квартирантка	NEUT	0.16	0.212	0.097	0.541	0.15	0.0	0.579	0.504	0.075
13741	квартирка	NEUT	0.37	0.325	0.095	0.469	0.111	0.0	0.514	0.625	-0.111
13742	квартирный	NEUT	0.0	0.108	0.027	0.649	0.216	0.0	0.432	0.61	-0.178
13743	квартиросъёмщик	NEUT	0.0	0.115	0.0	0.693	0.192	0.0	0.45	0.712	-0.262
13744	квартплата	NEUT	-0.31	0.104	0.288	0.488	0.12	0.0	0.401	0.654	-0.253
13745	кварц	NEUT	0.05	0.192	0.027	0.658	0.123	0.0	0.567	0.709	-0.142
13746	кварцевый	NEUT	0.0	0.086	0.057	0.6	0.257	0.0	0.534	0.643	-0.109
13747	квас	NEUT	0.52	0.4	0.064	0.381	0.155	0.0	0.531	0.589	-0.058
13748	квасить	NEUT	-0.26	0.157	0.226	0.408	0.209	0.13	0.469	0.635	-0.166
13749	квашение	NEUT	0.0	0.133	0.067	0.707	0.093	0.0	0.527	0.63	-0.103
13750	квашеный	NEUT	0.02	0.156	0.107	0.589	0.148	0.0	0.471	0.612	-0.141
13751	кверху	NEUT	0.14	0.231	0.077	0.615	0.077	0.0	0.548	0.559	-0.011
13752	квест	NEUT	0.41	0.37	0.048	0.486	0.096	0.0	0.488	0.615	-0.127
13753	квитанция	NEUT	0.0	0.094	0.113	0.642	0.151	0.0	0.354	0.724	-0.37
13754	кебаб	NEUT	0.38	0.34	0.05	0.48	0.13	0.0	0.747	0.467	0.28
13755	кедр	NEUT	0.45	0.393	0.034	0.453	0.12	0.0	0.679	0.644	0.035
13756	кедровник	NEUT	0.0	0.111	0.037	0.556	0.296	0.0	0.49	0.571	-0.081
13757	кедровый	NEUT	0.0	0.137	0.02	0.745	0.098	0.0	0.555	0.574	-0.019
13758	кейс	NEUT	0.08	0.212	0.0	0.667	0.121	0.0	0.486	0.573	-0.087
13759	кек	PSTV	0.7	0.387	0.101	0.218	0.294	0.01	0.579	0.512	0.067
13760	кекс	PSTV	0.74	0.571	0.056	0.294	0.079	0.0	0.702	0.514	0.188
13761	кельтский	NEUT	0.0	0.037	0.148	0.593	0.222	0.0	0.541	0.557	-0.016
13762	кемпинг	NEUT	0.32	0.337	0.04	0.554	0.069	0.0	0.683	0.387	0.296
13763	кенгуру	NEUT	0.37	0.356	0.034	0.517	0.093	0.0	0.585	0.526	0.059
13764	кенгурёнок	PSTV	0.7	0.552	0.043	0.319	0.086	0.0	0.638	0.585	0.053
13765	кентавр	NEUT	0.0	0.059	0.118	0.588	0.235	0.0	0.569	0.592	-0.023
13766	кепка	NEUT	0.05	0.2	0.0	0.689	0.111	0.0	0.53	0.54	-0.01
13767	кепочка	NEUT	0.41	0.372	0.106	0.487	0.035	0.0	0.611	0.56	0.051
13768	керамический	NEUT	0.13	0.228	0.059	0.624	0.089	0.0	0.483	0.639	-0.156
13769	кератин	NEUT	0.1	0.188	0.099	0.564	0.149	0.0	0.613	0.617	-0.004
13770	керосин	NEUT	0.0	0.106	0.121	0.614	0.159	0.0	0.398	0.782	-0.384
13771	керосиновый	NEUT	0.0	0.144	0.104	0.6	0.152	0.0	0.523	0.625	-0.102
13772	кетчуп	NEUT	0.09	0.214	0.048	0.667	0.071	0.0	0.477	0.665	-0.188
13773	кефир	NEUT	0.48	0.433	0.025	0.459	0.083	0.0	0.529	0.572	-0.043
13774	кешью	NEUT	0.32	0.29	0.06	0.48	0.17	0.0	0.717	0.467	0.25
13775	кибер	NEUT	0.0	0.097	0.032	0.742	0.129	0.0	0.356	0.584	-0.228
13776	кибератака	NGTV	-0.98	0.083	0.567	0.15	0.2	0.0	0.497	0.658	-0.161
13777	кибернетик	NEUT	0.27	0.245	0.078	0.471	0.206	0.0	0.346	0.613	-0.267
13778	кибернетика	NEUT	0.47	0.37	0.04	0.41	0.18	0.0	0.318	0.649	-0.331
13779	кибернетический	NEUT	0.13	0.182	0.082	0.5	0.236	0.0	0.391	0.558	-0.167
13780	киберпанк	NEUT	0.42	0.276	0.105	0.324	0.295	0.06	0.453	0.644	-0.191
13781	киберпреступление	NGTV	-1.0	0.075	0.85	0.05	0.025	0.0	0.408	0.707	-0.299
13782	киберпреступник	NGTV	-1.0	0.071	0.643	0.107	0.179	0.0	0.324	0.653	-0.329
13783	киберпреступность	NGTV	-1.0	0.037	0.778	0.037	0.148	0.0	0.352	0.714	-0.362
13784	киберпространство	NEUT	0.1	0.2	0.0	0.6	0.2	0.0	0.485	0.565	-0.08
13785	кибертерроризм	NGTV	-1.0	0.036	0.714	0.143	0.107	0.0	0.48	0.72	-0.24
13786	киберугроза	NGTV	-1.0	0.0	0.821	0.072	0.107	0.0	0.419	0.641	-0.222
13787	кибершпионаж	NGTV	-1.0	0.069	0.621	0.138	0.172	0.0	0.396	0.693	-0.297
13788	киборг	NEUT	-0.2	0.164	0.224	0.491	0.121	0.09	0.412	0.59	-0.178
13789	киборгизация	NEUT	0.0	0.1	0.11	0.45	0.34	0.0	0.468	0.6	-0.132
13790	кивание	PSTV	0.65	0.535	0.023	0.349	0.093	0.0	0.567	0.544	0.023
13791	кивать	NEUT	0.44	0.397	0.024	0.468	0.111	0.0	0.634	0.587	0.047
13792	киви	NEUT	0.46	0.426	0.049	0.484	0.041	0.0	0.684	0.56	0.124
13793	кивнуть	NEUT	0.54	0.465	0.023	0.419	0.093	0.0	0.612	0.602	0.01
13794	кивок	NEUT	0.51	0.45	0.018	0.433	0.099	0.0	0.541	0.665	-0.124
13795	кидалово	NGTV	-1.0	0.033	0.82	0.065	0.082	0.0	0.449	0.588	-0.139
13796	кидание	NEUT	-0.25	0.078	0.291	0.582	0.049	0.0	0.487	0.565	-0.078
13797	кидать	NEUT	-0.16	0.077	0.239	0.616	0.068	0.0	0.458	0.515	-0.057
13798	кидаться	NGTV	-0.75	0.048	0.532	0.269	0.151	0.0	0.508	0.57	-0.062
13799	киевляне	NEUT	0.01	0.159	0.045	0.614	0.182	0.0	0.467	0.624	-0.157
13800	киевлянин	NEUT	0.09	0.186	0.068	0.577	0.169	0.0	0.361	0.749	-0.388
13801	киевлянка	NEUT	0.16	0.2	0.044	0.512	0.244	0.0	0.597	0.572	0.025
13802	кизил	NEUT	0.31	0.215	0.05	0.363	0.372	0.0	0.555	0.645	-0.09
13803	кий	NEUT	0.1	0.2	0.033	0.6	0.167	0.0	0.576	0.66	-0.084
13804	кикбоксинг	NEUT	0.23	0.225	0.098	0.471	0.206	0.0	0.351	0.566	-0.215
13805	кикимора	NGTV	-0.91	0.1	0.56	0.18	0.16	0.0	0.521	0.585	-0.064
13806	киллер	NGTV	-1.0	0.07	0.721	0.139	0.07	0.0	0.4	0.702	-0.302
13807	киллерство	NGTV	-1.0	0.047	0.837	0.046	0.07	0.0	0.407	0.705	-0.298
13808	киллерша	NGTV	-1.0	0.08	0.76	0.08	0.08	0.0	0.529	0.565	-0.036
13809	кило	NEUT	0.14	0.218	0.059	0.58	0.143	0.0	0.517	0.634	-0.117
13810	киловатт	NEUT	0.0	0.098	0.049	0.707	0.146	0.0	0.52	0.664	-0.144
13811	килограмм	NEUT	0.0	0.149	0.043	0.659	0.149	0.0	0.525	0.511	0.014
13812	килограммовый	NEUT	0.0	0.087	0.0	0.739	0.174	0.0	0.576	0.608	-0.032
13813	километр	NEUT	0.08	0.217	0.029	0.696	0.058	0.0	0.494	0.62	-0.126
13814	километраж	NEUT	0.0	0.172	0.0	0.725	0.103	0.0	0.439	0.686	-0.247
13815	километровый	NEUT	0.0	0.07	0.023	0.791	0.116	0.0	0.478	0.604	-0.126
13816	килька	NEUT	0.1	0.2	0.044	0.6	0.156	0.0	0.451	0.63	-0.179
13817	кимоно	NEUT	0.19	0.237	0.061	0.553	0.149	0.0	0.637	0.504	0.133
13818	кинг	PSTV	0.66	0.38	0.07	0.24	0.31	0.0	0.462	0.543	-0.081
13819	киндер	PSTV	0.6	0.488	0.047	0.371	0.094	0.0	0.479	0.598	-0.119
13820	кинематический	NEUT	0.26	0.192	0.048	0.375	0.385	0.0	0.459	0.584	-0.125
13821	кинематограф	NEUT	0.37	0.36	0.03	0.52	0.09	0.0	0.455	0.68	-0.225
13822	кинематографист	NEUT	0.29	0.313	0.052	0.565	0.07	0.0	0.35	0.689	-0.339
13823	кинематографисты	NEUT	0.09	0.218	0.055	0.672	0.055	0.0	0.451	0.603	-0.152
13824	кинематографический	NEUT	0.37	0.327	0.062	0.469	0.142	0.0	0.318	0.614	-0.296
13825	кинематография	NEUT	0.28	0.294	0.069	0.549	0.088	0.0	0.301	0.636	-0.335
13826	кинескоп	NEUT	0.21	0.222	0.067	0.489	0.222	0.0	0.537	0.565	-0.028
13827	кинетический	NEUT	0.0	0.115	0.038	0.616	0.231	0.0	0.479	0.582	-0.103
13828	кинжал	NGTV	-0.45	0.096	0.374	0.434	0.096	0.0	0.489	0.692	-0.203
13829	кинжальный	NEUT	-0.32	0.118	0.26	0.425	0.197	0.02	0.514	0.664	-0.15
13830	кинжальчик	NEUT	0.24	0.225	0.176	0.423	0.176	0.16	0.477	0.64	-0.163
13831	кинза	NEUT	0.0	0.148	0.0	0.593	0.259	0.0	0.507	0.611	-0.104
13832	кино	PSTV	0.55	0.5	0.034	0.432	0.034	0.0	0.475	0.544	-0.069
13833	киноактриса	NEUT	0.35	0.361	0.042	0.547	0.05	0.0	0.614	0.519	0.095
13834	киноактёр	NEUT	0.51	0.48	0.016	0.464	0.04	0.0	0.427	0.719	-0.292
13835	киноаппарат	NEUT	0.43	0.388	0.017	0.471	0.124	0.0	0.381	0.592	-0.211
13836	киноаппаратура	NEUT	0.08	0.189	0.0	0.603	0.208	0.0	0.293	0.619	-0.326
13837	киноартист	NEUT	0.54	0.478	0.026	0.426	0.07	0.0	0.328	0.671	-0.343
13838	киноафиша	NEUT	0.39	0.351	0.044	0.482	0.123	0.0	0.433	0.609	-0.176
13839	кинобизнес	NEUT	0.34	0.308	0.051	0.487	0.154	0.0	0.275	0.692	-0.417
13840	кинобоевик	NEUT	0.11	0.168	0.149	0.475	0.208	0.07	0.443	0.635	-0.192
13841	кинобудка	NEUT	0.27	0.289	0.026	0.553	0.132	0.0	0.384	0.525	-0.141
13842	киновед	NEUT	0.05	0.16	0.0	0.56	0.28	0.0	0.319	0.657	-0.338
13843	киноведческий	NEUT	0.0	0.161	0.032	0.646	0.161	0.0	0.291	0.613	-0.322
13844	киноверсия	NEUT	0.0	0.109	0.0	0.63	0.261	0.0	0.301	0.622	-0.321
13845	киногерой	NEUT	0.31	0.301	0.044	0.513	0.142	0.0	0.402	0.729	-0.327
13846	киногруппа	NEUT	0.21	0.27	0.027	0.604	0.099	0.0	0.351	0.672	-0.321
13847	кинодраматург	NEUT	0.1	0.175	0.025	0.525	0.275	0.0	0.298	0.705	-0.407
13848	киножурнал	NEUT	0.3	0.305	0.057	0.533	0.105	0.0	0.328	0.699	-0.371
13849	кинозал	PSTV	0.56	0.47	0.017	0.393	0.12	0.0	0.402	0.533	-0.131
13850	кинозвезда	PSTV	0.61	0.5	0.015	0.37	0.115	0.0	0.506	0.587	-0.081
13851	кинозритель	NEUT	0.16	0.255	0.036	0.654	0.055	0.0	0.28	0.728	-0.448
13852	киноиндустрия	NEUT	0.43	0.369	0.054	0.451	0.126	0.0	0.317	0.722	-0.405
13853	киноискусство	PSTV	0.67	0.56	0.0	0.344	0.096	0.0	0.428	0.709	-0.281
13854	кинокадр	NEUT	0.05	0.214	0.0	0.75	0.036	0.0	0.367	0.499	-0.132
13855	кинокамера	NEUT	0.15	0.255	0.036	0.673	0.036	0.0	0.372	0.541	-0.169
13856	кинокартина	NEUT	0.27	0.282	0.068	0.53	0.12	0.0	0.442	0.706	-0.264
13857	кинокарьера	PSTV	0.76	0.559	0.051	0.271	0.119	0.0	0.404	0.661	-0.257
13858	киноклуб	NEUT	0.45	0.375	0.058	0.432	0.135	0.0	0.378	0.59	-0.212
13859	кинокомедия	PSTV	1.0	0.744	0.051	0.154	0.051	0.0	0.423	0.691	-0.268
13860	кинокомпания	NEUT	0.28	0.301	0.057	0.561	0.081	0.0	0.378	0.714	-0.336
13861	кинолента	NEUT	0.04	0.209	0.0	0.744	0.047	0.0	0.42	0.695	-0.275
13862	кинолог	NEUT	0.45	0.368	0.043	0.427	0.162	0.0	0.347	0.657	-0.31
13863	киномеханик	NEUT	0.1	0.231	0.038	0.693	0.038	0.0	0.208	0.691	-0.483
13864	кинооператор	NEUT	0.38	0.342	0.026	0.487	0.145	0.0	0.351	0.719	-0.368
13865	киноплёнка	NEUT	0.1	0.227	0.013	0.68	0.08	0.0	0.356	0.658	-0.302
13866	киноповесть	NEUT	0.2	0.27	0.01	0.62	0.1	0.0	0.413	0.522	-0.109
13867	кинопремьера	NEUT	0.52	0.438	0.062	0.415	0.085	0.0	0.378	0.738	-0.36
13868	кинопроба	NEUT	0.44	0.353	0.029	0.422	0.196	0.0	0.315	0.602	-0.287
13869	кинопродукция	NEUT	0.46	0.387	0.036	0.442	0.135	0.0	0.312	0.697	-0.385
13870	кинопродюсер	NEUT	0.13	0.231	0.077	0.641	0.051	0.0	0.325	0.713	-0.388
13871	кинопроект	NEUT	0.14	0.239	0.022	0.652	0.087	0.0	0.32	0.668	-0.348
13872	кинопроектор	NEUT	0.08	0.207	0.0	0.655	0.138	0.0	0.338	0.712	-0.374
13873	кинопроизводство	NEUT	0.1	0.204	0.061	0.613	0.122	0.0	0.335	0.729	-0.394
13874	кинопрокат	NEUT	0.35	0.327	0.04	0.504	0.129	0.0	0.33	0.667	-0.337
13875	кинопромышленность	NEUT	0.32	0.317	0.029	0.529	0.125	0.0	0.306	0.734	-0.428
13876	кинорежиссёр	NEUT	0.36	0.32	0.055	0.477	0.148	0.0	0.337	0.725	-0.388
13877	киносеанс	NEUT	0.42	0.398	0.034	0.5	0.068	0.0	0.616	0.54	0.076
13878	киностудия	NEUT	0.18	0.255	0.059	0.608	0.078	0.0	0.407	0.696	-0.289
13879	киносценарий	NEUT	0.37	0.351	0.027	0.514	0.108	0.0	0.503	0.666	-0.163
13880	киносценарист	NEUT	0.39	0.369	0.039	0.505	0.087	0.0	0.369	0.687	-0.318
13881	киносъёмка	NEUT	0.31	0.333	0.035	0.571	0.061	0.0	0.442	0.577	-0.135
13882	киносъёмочный	NEUT	0.07	0.209	0.07	0.674	0.047	0.0	0.412	0.596	-0.184
13883	кинотеатр	PSTV	0.72	0.586	0.069	0.319	0.026	0.0	0.454	0.563	-0.109
13884	кинофабрика	NEUT	0.24	0.28	0.056	0.571	0.093	0.0	0.369	0.631	-0.262
13885	кинофестиваль	PSTV	0.66	0.562	0.017	0.355	0.066	0.0	0.556	0.594	-0.038
13886	кинофильм	NEUT	0.48	0.449	0.017	0.483	0.051	0.0	0.547	0.616	-0.069
13887	кинофирма	NEUT	0.06	0.167	0.056	0.555	0.222	0.0	0.311	0.679	-0.368
13888	кинохроника	NEUT	0.09	0.213	0.033	0.656	0.098	0.0	0.344	0.608	-0.264
13889	киноцентр	NEUT	0.43	0.392	0.033	0.483	0.092	0.0	0.432	0.6	-0.168
13890	киношедевр	PSTV	1.0	0.892	0.027	0.054	0.027	0.0	0.401	0.702	-0.301
13891	киношка	NEUT	0.49	0.388	0.107	0.398	0.107	0.01	0.37	0.597	-0.227
13892	киношкола	NEUT	0.39	0.359	0.039	0.495	0.107	0.0	0.371	0.553	-0.182
13893	киношник	NEUT	0.13	0.18	0.1	0.5	0.22	0.0	0.237	0.709	-0.472
13894	киношники	NEUT	0.32	0.27	0.11	0.45	0.17	0.0	0.418	0.565	-0.147
13895	киноэкран	NEUT	0.19	0.258	0.0	0.613	0.129	0.0	0.458	0.56	-0.102
13896	кинуть	NGTV	-0.43	0.085	0.364	0.441	0.11	0.0	0.445	0.615	-0.17
13897	кинуться	NGTV	-0.43	0.056	0.333	0.413	0.198	0.0	0.599	0.557	0.042
13898	киоск	NEUT	0.09	0.22	0.024	0.683	0.073	0.0	0.432	0.637	-0.205
13899	кипарис	NEUT	0.28	0.288	0.038	0.539	0.135	0.0	0.744	0.663	0.081
13900	кипарисовый	NEUT	0.08	0.172	0.069	0.552	0.207	0.0	0.617	0.622	-0.005
13901	кипение	NEUT	0.0	0.149	0.119	0.598	0.134	0.0	0.578	0.66	-0.082
13902	кипеть	NEUT	-0.06	0.152	0.17	0.562	0.116	0.03	0.568	0.653	-0.085
13903	кипеш	NGTV	-0.86	0.101	0.543	0.204	0.152	0.0	0.436	0.662	-0.226
13904	кипиш	NGTV	-0.81	0.113	0.547	0.236	0.104	0.0	0.54	0.602	-0.062
13905	кипучий	NEUT	0.2	0.208	0.158	0.446	0.188	0.11	0.539	0.67	-0.131
13906	кипятильник	NEUT	0.34	0.315	0.073	0.491	0.121	0.0	0.602	0.504	0.098
13907	кипятить	NEUT	0.05	0.196	0.043	0.674	0.087	0.0	0.575	0.558	0.017
13908	кипятиться	NGTV	-0.5	0.125	0.411	0.384	0.08	0.04	0.534	0.641	-0.107
13909	кипяток	NEUT	-0.09	0.135	0.198	0.619	0.048	0.0	0.589	0.579	0.01
13910	кипячение	NEUT	0.22	0.274	0.034	0.598	0.094	0.0	0.449	0.616	-0.167
13911	кипячёный	NEUT	0.3	0.293	0.06	0.509	0.138	0.0	0.565	0.581	-0.016
13912	киргиз	NEUT	0.09	0.167	0.069	0.514	0.25	0.0	0.4	0.715	-0.315
13913	киргизский	NEUT	0.12	0.202	0.043	0.574	0.181	0.0	0.457	0.545	-0.088
13914	кирдык	NGTV	-1.0	0.059	0.686	0.137	0.118	0.0	0.566	0.652	-0.086
13915	кириллица	NEUT	0.3	0.298	0.035	0.527	0.14	0.0	0.502	0.565	-0.063
13916	кириллический	NEUT	0.02	0.16	0.0	0.6	0.24	0.0	0.53	0.547	-0.017
13917	кирилловский	NEUT	0.26	0.198	0.05	0.386	0.366	0.0	0.505	0.605	-0.1
13918	кирка	NEUT	0.0	0.111	0.056	0.611	0.222	0.0	0.471	0.689	-0.218
13919	кирпич	NEUT	0.0	0.141	0.07	0.592	0.197	0.0	0.461	0.737	-0.276
13920	кирпичик	NEUT	0.41	0.347	0.059	0.45	0.144	0.0	0.614	0.619	-0.005
13921	кирпичный	NEUT	0.04	0.175	0.07	0.615	0.14	0.0	0.472	0.751	-0.279
13922	киса	PSTV	0.78	0.582	0.066	0.27	0.082	0.0	0.702	0.446	0.256
13923	кисель	NEUT	0.49	0.419	0.06	0.427	0.094	0.0	0.561	0.559	0.002
13924	кисельный	NEUT	0.03	0.149	0.139	0.554	0.158	0.0	0.549	0.595	-0.046
13925	киска	PSTV	0.65	0.504	0.055	0.331	0.11	0.0	0.702	0.522	0.18
13926	кисленький	NEUT	0.33	0.318	0.127	0.51	0.045	0.0	0.668	0.474	0.194
13927	кислинка	NEUT	0.49	0.381	0.08	0.397	0.142	0.0	0.678	0.525	0.153
13928	кислица	NEUT	0.26	0.231	0.111	0.453	0.205	0.0	0.722	0.541	0.181
13929	кисло-сладкий	NEUT	0.25	0.281	0.055	0.57	0.094	0.0	0.557	0.627	-0.07
13930	кисловатый	NGTV	-0.37	0.165	0.331	0.425	0.079	0.11	0.537	0.64	-0.103
13931	кисломолочный	NEUT	0.29	0.309	0.041	0.552	0.098	0.0	0.45	0.523	-0.073
13932	кислород	PSTV	0.57	0.504	0.05	0.413	0.033	0.0	0.527	0.682	-0.155
13933	кислородный	NEUT	0.41	0.393	0.008	0.509	0.09	0.0	0.622	0.586	0.036
13934	кислость	NEUT	-0.31	0.144	0.265	0.424	0.167	0.08	0.54	0.708	-0.168
13935	кислота	NEUT	-0.29	0.067	0.308	0.558	0.067	0.0	0.548	0.737	-0.189
13936	кислотность	NGTV	-0.41	0.086	0.314	0.41	0.19	0.0	0.51	0.757	-0.247
13937	кислотный	NGTV	-0.38	0.05	0.355	0.496	0.099	0.0	0.487	0.64	-0.153
13938	кислотообразующий	NEUT	-0.09	0.12	0.17	0.52	0.19	0.0	0.483	0.636	-0.153
13939	кислый	NGTV	-0.43	0.105	0.368	0.448	0.079	0.0	0.59	0.594	-0.004
13940	кислятина	NGTV	-0.91	0.041	0.633	0.204	0.122	0.0	0.68	0.549	0.131
13941	киснуть	NGTV	-1.0	0.058	0.673	0.154	0.115	0.0	0.625	0.635	-0.01
13942	кисонька	PSTV	1.0	0.739	0.022	0.087	0.152	0.0	0.729	0.453	0.276
13943	киста	NGTV	-0.8	0.089	0.495	0.218	0.198	0.0	0.654	0.615	0.039
13944	кистевидный	NEUT	0.0	0.074	0.074	0.778	0.074	0.0	0.646	0.659	-0.013
13945	кистевой	NEUT	0.0	0.074	0.0	0.815	0.111	0.0	0.593	0.515	0.078
13946	кисточка	NEUT	0.26	0.293	0.017	0.569	0.121	0.0	0.563	0.6	-0.037
13947	кисть	NEUT	0.23	0.264	0.064	0.56	0.112	0.0	0.526	0.669	-0.143
13948	кит	NEUT	0.08	0.196	0.018	0.625	0.161	0.0	0.641	0.559	0.082
